Sessions,SKU de produit,Nom des produits
1,27743591,"Peinture façade acrylique blanc - pot de 2,5L GEDIMAT PERFORMANCE PRO"
1,27765005,Tubage STARFLEX 2010 lisse 10/100 D150 - bobine de 33m
1,27786338,Tampon béton D50 pour fosse
1,27790687,"Plinthe droite MDF revêtue mélaminé blanc - 10 x 70 mm - 2,40 m"
1,27841273,"PLAT 100X2,5 BLANC 9010 EN 3M"
1,27852897,"Portail coulissant ALABAMA alu gris anthracite structuré - h.1,66 x l.4,10 m"
1,27866870,Plinthe sol stratifié SOLID ET SOLID MEDIUM MDF mélaminé - 2500 x 80 x 15 mm - chêne amande
1,27880258,Télémètre laser GEODIST 30
1,27882023,Fenêtre tout confort VELUX GGL UK04 type 2057 WHITE FINISH haut.98cm larg.134cm
1,27882313,Fenêtre standard VELUX GGL CK02 type 2054 WHITE FINISH haut.78cm larg.55cm
1,27885345,Scie cloche bimétal cobalt 8% haute résistance - D65mm
1,27911730,Coude 45° THERMINOX ZI D150
1,27944332,Béton BETON PRO 350 - sac de 35kg
1,27953235,"Pack batterie NRJ M18 NRG-502 18V 5,0AH"
1,27964750,Perceuse percussion bl 45nm
1,27966259,Perceuse visseuse - 18V
1,28017899,"Plancher collaborant PCB 60 galva - 4x0,828m ép.0,75mm"
1,28138495,Prise de courant avec terre NEPTUNE blanc 16A
1,28145530,"Laine de verre PAR PHONIC non revêtue - 10 x 0,60 m Ep.70 mm - R=1,75m².K/W."
1,28268383,"Tôle biface acier RAL 8012 rouge / RAL 1015 beige - 1,35 x 0,75 m"
1,28611721,Hydro-oléofuge 240 LANKO RESIST EFFET MOUILLE - bidon de 5l
1,28745457,Laine de roche à souffler JETROCK 2 - sac de 20 kg
1,28852513,"Plaque de plâtre standard HABITO BA13 - 2,50x1,20m"
1,28873341,Bloc-porte alvéolaire prépeint à recouvrement H.Néolys 90x49mm - 204 x 83 cm - gauche poussant - serrure PDDT
1,28884248,"Lame de terrasse anti-dérapante bois exotique Cumaru - 21 x 145 mm L.3,05 m"
1,28888628,Lambourde Pin Sylvestre vert - 45 x 70 mm L.3 m
1,28889816,"Portail coulissant GAËL alu gris anthracite structuré - h.1,707 x l.4 m"
1,28929246,Tondeuse autotractée 4 temps 163cm3 56cm
1,29013432,"Ciment DURABAT X-TREM CEM II/A-S 52,5N CE PM-CP2 NF - sac de 25kg"
1,29013449,"Chaux hydraulique NATHURAL NHL 3,5 CE - sac de 25 kg"
1,29037667,Aérosol COLOR TOUCH satin - anthracite - bombe de 400 ml
1,29064649,Plan de travail lamellé collé abouté acacia huilé teck - 250 x 65 cm ép.36 mm
1,29090747,Scie sauteuse M18 BJS-0X 18V
1,29091874,Primaire avant ragréage des sols WEBERPRIM UNIVERSEL - seau de 10kg
1,29096855,Escabeau pro en alu 5 marches GEDIMAT PERFORMANCE PRO
1,29099085,Gaine ALGAINE isolée ép.25mm D160mm - 3M
1,29130849,FORET BETON SDS+ 2 TAILL.D.25MM L.1000MM
1,29184040,Enduit de restauration PAREXAL V10 pierre - sac de 25kg
1,29185375,Enduit de restauration PAREXAL J40 sable jaune - sac de 25kg
1,29185382,Enduit de restauration PAREXAL J50 jaune paille - sac de 25kg
1,29238798,Mortier d'imperméabilisation 222 LANKOFUGEANT - sac de 25kg
1,29254071,Tuile HP10 - ardoisé - 205
1,29296590,"Plaque de plâtre hydrofuge KH Haute Dureté PHONIK BA13 - 2,50x0,60m"
1,30002038,Sable polymère de jointoiement DR+ NEXTGEL ton pierre - bidon de 25kg
1,30005035,Mousse expansive pistolable - cartouche de 750ml GEDIMAT PERFORMANCE PRO
1,30005100,Primaire universel - bidon de 5L - GEDIMAT PERFORMANCE PRO
1,30005368,Scellement chimique rapide ANCHORFIX-1+ gris - cartouche de 300ml
1,30005380,"Dispersion aqueuse SIKALATEX 360 blanc - doypack de 0,5l"
1,30008348,"Velours de peinture blanc porcelaine - pot 2,5l"
1,30009255,Primaire d'accrochage 164 PROLIPRIM RAPID - seau de 15kg
1,30009944,Rond à béton cranté Ø8 mm - L.6 m
1,30009945,Rond à béton cranté Ø10 mm - L.6 m
1,30009949,"Treillis soudé ST25CS Ø7 - maille 15 x 15 - L.3 x l.2,40 m"
1,30010346,"Ecran pare vapeur SD20M - 50 x 1,50 m - GEDIMAT PERFORMANCE PRO"
1,30018519,Bâche de protection DELTA PLAN 2000 - 10x6m
1,30021114,Mortier de colmatage KRISTOP K234 gris - seau de 5kg
1,30022527,Groupe électrogène HD 4200W
1,30025240,Genouillère mousse jaune EN14404 - TU
1,30026436,Granulés de bois BIO pour poêle à pellets sac de15kg
1,30028162,"Fenêtre PVC blanc VISION à Soufflet - Haut.45cm larg.1,00m"
1,30028209,"Fenêtre PVC blanc VISION 2 vantaux oscillo-battant vitrage transparent - Haut.1,45m larg.1,00m"
1,30028230,"Porte fenêtre PVC blanc VISION 3 vantaux grand vitrage - Haut.2,15m larg.1,80m à serrure"
1,30043908,Surplinthe MDF plaqué chêne brut - 2230 x 92 x 20 mm
1,30044710,"Bonde lavabo-vasque écoulement libre, haut.60mm, clapet laiton chromé diamètre 66 mm, corps laiton chromé, serrage 8.35 mm, sans lanterne, débit 45 l.mn"
1,30051995,Enduit imperméabilisant MONOREX GF J39 sable d'athènes - sac de 25kg
1,30052127,Enduit imperméabilisant MONOREX GF V10 pierre - sac de 25kg
1,30052208,Enduit imperméabilisant MONOREX GM O10 sable - sac de 25kg
1,30052568,Enduit de restauration PARLUMIERE MOYEN G20 blanc cassé - sac de 25kg
1,30053276,Peinture murs et plafonds blanc velours - pot de 10l
1,30053800,Nettoyeur de haute pression PREMIUM 190-12
1,30063978,Enduit de parement minéral mince WEBERTOP UNIVERSEL 001 blanc cassé - sac de 25kg
1,30065047,Enduit joint J2 - sac de 25kg
1,30065263,"Dalle portée UNIMAT ULTRA - 2,50x1,20m Ep.160mm - R=5,00m².K/W"
1,30065324,"Panneau UNIMAT SOL ULTRATECH - 1,20X1m Ep.120mm - R=3,90m².K/W"
1,30067664,PLATEAU TABLE CHENE RUST.2000X800X40
1,30067755,Mortier-colle pour carrelage WEBEREPOX EASY E04 beige crème - seau de 5kg
1,30070399,Cavalier INTEGRA ZEN 70mm - boite de 50 pièces
1,30070688,Colle bloc béton cellulaire KEDOCOL super gris - sac de 5kg
1,30070732,Enduit de lissage POUSSIERE MAITRISEE - pot de 25kg
1,30072882,"Vis plaque de plâtre - 3,5/25mm - boîte de 1000 pièces"
1,30079246,Fourrure 18/45 NF - 4m
1,30090551,Botte PVC GROUNDHC OB verte - Taille 42
1,30101740,Evier à encastrer MAJORQUE 1 grande cuve + 1 égouttoir - 100 x 50 cm - blanc
1,30103735,Kit garde-corps PURE BLACK alu noir - fixation au sol - 2.50 m
1,30113548,Groupe électrogène 2400w monophasé à essence WX3200
1,30113555,Groupe électrogène inverter 1700w monophasé PMi2000 silencieux
1,30113564,Groupe électrogène inverter 3000w monophasé P3500I insonorisé
1,30117333,SELLE DE BRANCHEMENT MF 90' D.160/40
1,30120062,PVC MANCHON A BUTEE FF D.140 EVACUATION
1,30127098,Brouette CRUSADER BATI PLUS 120 RENO roue gonflée
1,30140563,Enduit imperméabilisant MONODECOR GM T40 sable orange - sac de 25kg
1,30142860,Nettoyeur haute pression compact MH 3C-145/600 PAX EU
1,30169680,"Frein-vapeur PAVATEX DB 3.5 - rouleau de 50x1,50m"
1,30170191,Chauffe-eau OLYMPIC stéatite horizontal mural blanc - 200l
1,30170192,Chauffe-eau OLYMPIC stéatite horizontal mural blanc - 150l
1,30177845,Mécanisme pour lames orientables gris anthracite
1,30182102,"Kit d'occultation DUOFUSE pour panneaux GIGA & EXPERT graphite black - L.2,50 x h.1,73 m"
1,30213162,Porte d'entrée acier MALON blanc vitrée en demi-lune dormant 54 mm - 215 x 90 cm - droit poussant
1,30213950,"Abri de jardin TISON - 2x2,03m - 4,06m²"
1,30233193,Mortier-colle PARMUCOL spécial façade - sac de 25kg
1,30234574,Curatif et préventif DALEP PE - bidon de 30 l
1,30236093,Enduit SUPERBRUT blanc de la côte - sac de 20 kg
1,30236094,Enduit SUPERBRUT blanc de Noirmoutier - sac de 20 kg
1,30237474,Peinture ACRYL jaune Touraine T0 - pot de 20kg
1,30246164,Mastic multi usages MS9 ORIGINAL brun - cartouche de 300ml
1,30246926,Saturateur bois SX630-HC nature - pot de 10l
1,30263049,Ardoise fibres-ciment ARTOIT n°5 noir - 40x40cm
1,30263200,Ardoise fibres-ciment ORLEANE anthracite - 40x24cm
1,30263382,Motorisation EUROPRO 720 avec rail 2RSC4
1,30263881,"Doublage polyuréthane SIS REVE SI 10+80 - 2,50 x 1,20 m Ep.90 mm - R=3,75m².K/W"
1,30264533,Bétonnière éléctrique G165 cuve 165 l GEDIMAT PERFORMANCE PRO
1,30267520,Tuyau HEKABLEU en PE-HD noir à bandes bleues - diamètre nominal 25mm - couronne de 50m
1,30267761,Filtre compact BIOMERIS 5EH sortie haute - 1 800L
1,30267870,Ensemble complet de chasse d'eau- mécanisme 3/6L + robinet JOLLYFILL FL150
1,30269569,Revêtement d'imperméabilité pour façades fissurées WEBERDEKO SOUPLE 500T blanc kaolin - seau de 18kg
1,30276939,Bloc béton creux PLANIBLOC - 20x25x50cm
1,30278688,Va et vient étanche PLEXO complet saillie gris 10A
1,30282910,"Profil de départ en aluminium anodisé - 2600 x 18 x 5,5 mm - titane"
1,30283846,"Gouttière 1/2 ronde de 25 sans pince boudin 14mm quartz-zinc - L.4m ép.0,65mm"
1,30283991,Rond à béton cranté - HA10 6m
1,30288323,Kit 2 charnières pour caisson - 120x60x20mm
1,30288340,Poignée de cuisine coupelle or brossé - 90 mm
1,30312879,Rondin pin de Nord vert - Ø8 cm L.2 m
1,30312883,Rondin pin de Nord vert - Ø12 cm L.2 m
1,30312885,Rondin pin de Nord vert - Ø10 cm L.3 m
1,30312886,"Rondin pin de Nord vert - Ø10 cm L.2,50 m"
1,30320482,"Enrouleur de câble BAT-PRO H07RN-F 3G2,5 - 40m"
1,30334064,Profil INCIZO 5 finition en 1 - 2150 x 48 x 13 mm - chêne insulaire
1,30334198,Mortier joint beige - sac de 25 kg
1,30335214,"Carton SLIMISOL mur - 600 x 200 Ep.20 mm - R=3,05m².K/W"
1,30337405,Sèche-serviettes électrique fluide KELUD SLIM anthracite - 1750W
1,30350402,Joint large hydrofugé double gâchage XT beige tibet - sac de 25kg
1,30353211,Arrêt de cornière alu 10 mm - 2.50 m - anodisé noir
1,30353745,Plinthe PVC semi-rigide - 100 mm x 2.20 m - noir
1,30354151,Barre range-couvercles en acier 790 mm - blanc
1,30354542,Dalle GALAXIE en pierre reconstituée - 50 x 50 x 3 cm - Lubéron - Vendue à la palette de 7.5 m²
1,30355196,Carrelage sol extérieur SHERWOOD - 40 x 120 cm ép.20mm - walnut
1,30355689,Bloc-porte alvéolaire NOVA gravé à peindre Hui.74 mm - 204 x 73 cm - droit poussant
1,30356046,Chaussure haute STEGO S3 SRC noir/gris - taille 46
1,30357927,Peinture pour toiture - brun pot de 10 l
1,30358619,Plot CLEMAN autonivelant réglable de 130 à 230 mm
1,30358844,Fond de hotte verre trempé émaillé noir - 900 x 700 x 6 mm
1,30362021,Bloc-porte ATELIER alu noir H.72 à 100 mm - 204 x 83 cm - droit poussant
1,30362022,Bloc-porte ATELIER alu noir H.72 à 100 mm - 204 x 83 cm - gauche poussant
1,30362517,Ensemble meuble ALGARVE + plan vasque céramique blanche - 120 cm - chêne futura
1,30362958,Kit habillage BERING pour châssis à galandage 1 portes recoupable - décor chêne naturel
1,30364340,Porte de placard coulissante - 250 x 90 cm - blanc
1,30410148,Tubulure gain de place - sortie Ø32 mm
1,30419798,"Doublage thermo-acoustique POLYPLAC PHONIK D avec pare vapeur 13+100 mm - R=3,15m².K/W - 3 x 1,20 m"
1,30420182,Chaux de stabilisation minérale EKO V.I.A - sac de 25 kg
1,30433134,Mortier colle ULTRALITE S2 FLEX 15 kg - blanc
1,30433858,Découpeur ponceur sans-fil GOP 18V-34 solo en coffret L-BOXX
1,30435528,"Fibre de bois PAVAFLEX CONFORT 36 - 1,22 x 0,575 m ép.145 mm - R=4,00m².K/W"
1,30449082,Kit 3 pièces STACKTECH
1,30458161,"Bande de chant ABS D4809 granit grey VL - 22 x 0,8 mm - rouleau de 150 m"
1,30458476,"Liège expansé PAVAROOF ICB - 1 x 0,50 m ép.60 mm - R=1,50 m².K/W"
1,30458484,Membrane d'étanchéité SOPRALENE FLAM 180 AR - rouleau de 6 x 1 m - blanc Chagall
1,30458883,"Brise-vue VIMET DUO - L.3 x h.1,50 m"
1,30459135,"Planelle THERMOSTOP P6,5 - 625 x 200 mm - palette de 100 pièces"
1,30459178,Linteau armé YTONG - 1250 x 250 x 200 mm
1,30460435,Panneau mural DUVAL - 2700 x 122 x 12 mm - chêne clair
1,30522035,Porte de service PVC DAKAR gris anthracite 7016 dormant 60 mm - 200 X 90 cm - gauche poussant
1,30522047,Porte de service PVC BIZERTE gris anthracite 7016 dormant 60 mm - 200 x 90 cm - gauche poussant
1,30522735,"Portail coulissant FIDJI PVC blanc - h.1,55 x l.4 m"
1,30809424,"Façade de cuisine MONDO 1 porte / 1 abattant chêne brut H10/H11 - H.42,8 x l.60 cm"
