rayon,URL de la page,Sessions,Taux de rebond des pages
Briques et Plaquettes de parement,https://www.gedimat.fr/14-amenagements-exterieurs/89-revetements-murs-exterieurs/11-briques-et-plaquettes-de-parement,2158,0.6792452830188679
Parements intérieurs,https://www.gedimat.fr/12-revetement-sols-murs/77-revetements-murs-plafonds-interieurs/314-parements-interieurs,2133,0.6907216494845361
Boîtes aux lettres,https://www.gedimat.fr/14-amenagements-exterieurs/90-portails-clotures-amenagements/465-boites-aux-lettres,2107,0.47830578512396693
Lavabos - Vasques - Lave-mains,https://www.gedimat.fr/6-salle-de-bain-sanitaire/39-robinetterie/230-lavabos-vasques-lave-mains,2104,0.4846153846153846
Outillage du plaquiste et plâtrier,https://www.gedimat.fr/3-isolation-cloison/21-accessoires-outillage/417-outillage-du-plaquiste-et-platrier,2078,0.5025210084033613
Meubles sous-évier,https://www.gedimat.fr/7-cuisine/46-meubles-de-cuisine/193-meubles-sous-evier,2047,0.5056497175141242
Outillage du menuisier,https://www.gedimat.fr/15-outillage/94-outils/418-outillage-du-menuisier,2045,0.6666666666666666
Salons de jardin,https://www.gedimat.fr/13-plein-air-loisirs/82-mobilier/343-salons-de-jardin,2028,0.48672566371681414
Tablettes,https://www.gedimat.fr/5-menuiserie-amenagement/31-agencement/129-tablettes,2017,0.6754385964912281
Briques et Plaquettes de parement,https://www.gedimat.fr/12-revetement-sols-murs/80-revetements-murs-exterieurs/11-briques-et-plaquettes-de-parement,2006,0.6470588235294118
Ponceuses,https://www.gedimat.fr/15-outillage/96-outils-electro-portatif/433-ponceuses,1972,0.5263157894736842
Etanchéité de couverture,https://www.gedimat.fr/2-couverture-bardage/12-protection-etancheite/1721-etancheite-de-couverture,1925,0.6190476190476191
Boulons - Ecrous - Rondelles,https://www.gedimat.fr/16-quincaillerie/100-fixation-assemblage/456-boulons-ecrous-rondelles,1920,0.47708333333333336
Margelles,https://www.gedimat.fr/14-amenagements-exterieurs/88-revetements-sols-exterieurs/1171-margelles,1918,0.5394736842105263
Jardinières - Poteries,https://www.gedimat.fr/13-plein-air-loisirs/85-decoration-ornement/354-jardinieres-poteries,1900,0.6037735849056604
Balustrades et Garde-corps intérieurs,https://www.gedimat.fr/4-bois-panneaux/26-bois-d-habillage/105-balustrades-et-garde-corps-interieurs,1892,0.5498281786941581
Briques de cloison,https://www.gedimat.fr/3-isolation-cloison/19-cloisons/79-briques-de-cloison,1889,0.5370548604427334
Perforateurs - Burineurs,https://www.gedimat.fr/15-outillage/96-outils-electro-portatif/430-perforateurs-burineurs,1884,0.5243362831858407
Fenêtres de toit - Raccords,https://www.gedimat.fr/2-couverture-bardage/13-chassis-de-toit/140-fenetres-de-toit-raccords,1867,0.40458015267175573
Eclairages extérieurs,https://www.gedimat.fr/10-electricite-eclairage/67-eclairage/278-eclairages-exterieurs,1815,0.5081669691470054
Chauffage salle de bain,https://www.gedimat.fr/6-salle-de-bain-sanitaire/41-meubles-accessoires/244-chauffage-salle-de-bain,1814,0.4408713692946058
Ecrans pare vapeur,https://www.gedimat.fr/2-couverture-bardage/11-ecrans-toitures-et-murs/1771-ecrans-pare-vapeur,1776,0.39302884615384615
Flexibles d&#039;alimentation,https://www.gedimat.fr/8-plomberie/52-alimentation/220-flexibles-d-alimentation,1766,0.48129675810473815
Sous-couches,https://www.gedimat.fr/5-menuiserie-amenagement/33-revetement-sols-et-murs/319-sous-couches,1743,0.3987341772151899
Bâches,https://www.gedimat.fr/15-outillage/95-protection-securite/427-baches,1720,0.44610458911419426
Toiles de verre,https://www.gedimat.fr/12-revetement-sols-murs/77-revetements-murs-plafonds-interieurs/313-toiles-de-verre,1718,0.492176386913229
Armoires de toilette et Accessoires,https://www.gedimat.fr/6-salle-de-bain-sanitaire/41-meubles-accessoires/178-armoires-de-toilette-et-accessoires,1710,0.41457286432160806
Murs de soutènement - Talus,https://www.gedimat.fr/14-amenagements-exterieurs/321-construction/1841-murs-de-soutenement-talus,1691,0.7538461538461538
Quincaillerie d&#039;ameublement,https://www.gedimat.fr/5-menuiserie-amenagement/34-accessoires-outillage/468-quincaillerie-d-ameublement,1686,0.5238938053097345
Sorties de toit,https://www.gedimat.fr/2-couverture-bardage/15-fumisterie/64-sorties-de-toit,1684,0.4930167597765363
VMC,https://www.gedimat.fr/6-salle-de-bain-sanitaire/45-traitement-de-l-air/251-vmc,1676,0.39325842696629215
Chauffe-eau et Accessoires,https://www.gedimat.fr/8-plomberie/57-production-d-eau-chaude/238-chauffe-eau-et-accessoires,1651,0.7285714285714285
Meuleuses - Rainureuses,https://www.gedimat.fr/15-outillage/96-outils-electro-portatif/431-meuleuses-rainureuses,1642,0.4846938775510204
Peintures fer,https://www.gedimat.fr/11-peinture-droguerie/72-peintures-specialite/293-peintures-fer,1608,0.48187633262260127
Receveurs à carreler,https://www.gedimat.fr/6-salle-de-bain-sanitaire/35-douches/1781-receveurs-a-carreler,1606,0.5
Pierres naturelles,https://www.gedimat.fr/12-revetement-sols-murs/79-revetements-sols-exterieurs/324-pierres-naturelles,1602,0.5384615384615384
Outillage du peintre,https://www.gedimat.fr/11-peinture-droguerie/76-accessoires-outillage/420-outillage-du-peintre,1592,0.5692883895131086
Carreaux de plâtre,https://www.gedimat.fr/3-isolation-cloison/19-cloisons/78-carreaux-de-platre,1590,0.4356223175965665
Récupération d&#039;eau de pluie,https://www.gedimat.fr/14-amenagements-exterieurs/91-arrosage-recuperation-d-eau/49-recuperation-d-eau-de-pluie,1588,0.5371900826446281
Vidages,https://www.gedimat.fr/6-salle-de-bain-sanitaire/42-vidages-evacuation/224-vidages,1587,0.4296577946768061
Outillage du plaquiste et plâtrier,https://www.gedimat.fr/15-outillage/94-outils/417-outillage-du-plaquiste-et-platrier,1583,0.6195652173913043
Lavabos,https://www.gedimat.fr/6-salle-de-bain-sanitaire/38-vasques-lavabos/171-lavabos,1566,0.41916167664670656
Enduits de façade,https://www.gedimat.fr/14-amenagements-exterieurs/89-revetements-murs-exterieurs/10-enduits-de-facade,1562,0.6212121212121212
Vérandas,https://www.gedimat.fr/5-menuiserie-amenagement/32-menuiserie-exterieure/144-verandas,1558,0.5
Joints,https://www.gedimat.fr/8-plomberie/56-etancheite-plomberie/235-joints,1556,0.46236559139784944
Robinetterie du bâtiment,https://www.gedimat.fr/8-plomberie/52-alimentation/221-robinetterie-du-batiment,1548,0.5714285714285714
Eléments de finition,https://www.gedimat.fr/7-cuisine/46-meubles-de-cuisine/195-elements-de-finition,1547,0.59375
Mosaïques - Galets,https://www.gedimat.fr/12-revetement-sols-murs/77-revetements-murs-plafonds-interieurs/310-mosaiques-galets,1544,0.4727272727272727
Appliques - Règlettes,https://www.gedimat.fr/10-electricite-eclairage/67-eclairage/274-appliques-reglettes,1527,0.47039473684210525
Papiers peints,https://www.gedimat.fr/11-peinture-droguerie/76-accessoires-outillage/312-papiers-peints,1523,0.3573008849557522
VMC,https://www.gedimat.fr/9-chauffage-traitement-de-l-air/61-traitement-de-l-air/251-vmc,1499,0.52
Nettoyage haute pression,https://www.gedimat.fr/15-outillage/98-materiel-outils-de-chantier-atelier/446-nettoyage-haute-pression,1462,0.45491803278688525
Climatiseurs,https://www.gedimat.fr/9-chauffage-traitement-de-l-air/61-traitement-de-l-air/256-climatiseurs,1439,0.5037878787878788
Compresseurs,https://www.gedimat.fr/15-outillage/98-materiel-outils-de-chantier-atelier/445-compresseurs,1418,0.45219123505976094
Tasseaux,https://www.gedimat.fr/5-menuiserie-amenagement/31-agencement/110-tasseaux,1414,0.7101449275362319
Fenêtres de toit - Raccords,https://www.gedimat.fr/5-menuiserie-amenagement/32-menuiserie-exterieure/140-fenetres-de-toit-raccords,1413,0.4818181818181818
Tubages rigides,https://www.gedimat.fr/9-chauffage-traitement-de-l-air/60-fumisterie/1141-tubages-rigides,1410,0.76
Papiers peints,https://www.gedimat.fr/12-revetement-sols-murs/77-revetements-murs-plafonds-interieurs/312-papiers-peints,1409,0.575
Lave-mains,https://www.gedimat.fr/6-salle-de-bain-sanitaire/37-espace-toilettes/170-lave-mains,1403,0.40097799511002447
Scellements chimiques,https://www.gedimat.fr/16-quincaillerie/100-fixation-assemblage/459-scellements-chimiques,1398,0.4482225656877898
Tondeuses - Aspirateurs - Souffleurs,https://www.gedimat.fr/13-plein-air-loisirs/86-outils-de-jardinage/363-tondeuses-aspirateurs-souffleurs,1389,0.49510763209393344
Panneaux mélaminés,https://www.gedimat.fr/5-menuiserie-amenagement/31-agencement/114-panneaux-melamines,1385,0.6829268292682927
Outillage du carreleur,https://www.gedimat.fr/12-revetement-sols-murs/81-accessoires-outillage/419-outillage-du-carreleur,1381,0.43669250645994834
Escabeaux - Marchepieds,https://www.gedimat.fr/15-outillage/98-materiel-outils-de-chantier-atelier/450-escabeaux-marchepieds,1361,0.3302180685358255
Douchettes et Flexibles de douche,https://www.gedimat.fr/6-salle-de-bain-sanitaire/35-douches/163-douchettes-et-flexibles-de-douche,1360,0.4691011235955056
Quincaillerie de couverture et charpente,https://www.gedimat.fr/16-quincaillerie/101-quincaillerie-du-batiment/460-quincaillerie-de-couverture-et-charpente,1345,0.49107142857142855
Stores - Parasols,https://www.gedimat.fr/13-plein-air-loisirs/84-coin-repas/351-stores-parasols,1337,0.5661605206073753
Carreaux de béton cellulaire,https://www.gedimat.fr/3-isolation-cloison/19-cloisons/80-carreaux-de-beton-cellulaire,1336,0.49081364829396323
Etagères,https://www.gedimat.fr/15-outillage/97-rangements-accessoires/473-etageres,1314,0.44656488549618323
Outillage du carreleur,https://www.gedimat.fr/15-outillage/94-outils/419-outillage-du-carreleur,1312,0.543859649122807
Ampoules - Tubes,https://www.gedimat.fr/10-electricite-eclairage/67-eclairage/273-ampoules-tubes,1273,0.5779569892473119
Sous-couches,https://www.gedimat.fr/12-revetement-sols-murs/78-revetements-sols-interieurs/319-sous-couches,1273,0.569620253164557
Chaines - Cordes - Arrimages,https://www.gedimat.fr/16-quincaillerie/101-quincaillerie-du-batiment/464-chaines-cordes-arrimages,1272,0.5215189873417722
Chauffage d&#039;appoint,https://www.gedimat.fr/9-chauffage-traitement-de-l-air/59-chauffage/243-chauffage-d-appoint,1262,0.47840531561461797
Quincaillerie de portes,https://www.gedimat.fr/16-quincaillerie/102-portes-fenetres-ameublement/467-quincaillerie-de-portes,1253,0.5263157894736842
Abattants et Accessoires,https://www.gedimat.fr/6-salle-de-bain-sanitaire/37-espace-toilettes/169-abattants-et-accessoires,1251,0.5102639296187683
Enduits de façade,https://www.gedimat.fr/12-revetement-sols-murs/80-revetements-murs-exterieurs/10-enduits-de-facade,1246,0.5081967213114754
Tuyaux d&#039;arrosage,https://www.gedimat.fr/13-plein-air-loisirs/86-outils-de-jardinage/399-tuyaux-d-arrosage,1246,0.4674698795180723
Boîtes à outils - Coffres - Servantes,https://www.gedimat.fr/15-outillage/97-rangements-accessoires/476-boites-a-outils-coffres-servantes,1224,0.4166666666666667
Peintures bois microporeuse,https://www.gedimat.fr/11-peinture-droguerie/74-produits-pour-bois/299-peintures-bois-microporeuse,1215,0.5058548009367682
Balustrades et Garde-corps intérieurs,https://www.gedimat.fr/5-menuiserie-amenagement/30-menuiserie-interieure/105-balustrades-et-garde-corps-interieurs,1205,0.5886524822695035
Protections des chantiers,https://www.gedimat.fr/15-outillage/95-protection-securite/426-protections-des-chantiers,1200,0.4738372093023256
Peintures sol,https://www.gedimat.fr/11-peinture-droguerie/72-peintures-specialite/294-peintures-sol,1194,0.49206349206349204
Bains-douches,https://www.gedimat.fr/6-salle-de-bain-sanitaire/39-robinetterie/231-bains-douches,1193,0.4462616822429907
Groupes électrogènes,https://www.gedimat.fr/15-outillage/98-materiel-outils-de-chantier-atelier/444-groupes-electrogenes,1162,0.4641975308641975
Pompes et Accessoires,https://www.gedimat.fr/14-amenagements-exterieurs/91-arrosage-recuperation-d-eau/398-pompes-et-accessoires,1155,0.44226044226044225
Robinetterie de douches,https://www.gedimat.fr/6-salle-de-bain-sanitaire/39-robinetterie/232-robinetterie-de-douches,1150,0.5353535353535354
Peintures façades,https://www.gedimat.fr/11-peinture-droguerie/73-peintures-facade/295-peintures-facades,1138,0.7804878048780488
Piscines,https://www.gedimat.fr/14-amenagements-exterieurs/93-univers-piscine/407-piscines,1118,0.50187265917603
Outillage du jardinier,https://www.gedimat.fr/13-plein-air-loisirs/86-outils-de-jardinage/423-outillage-du-jardinier,1096,0.5555555555555556
Extracteurs - Aérateurs,https://www.gedimat.fr/6-salle-de-bain-sanitaire/45-traitement-de-l-air/252-extracteurs-aerateurs,1093,0.5445134575569358
Fontaines - Puits,https://www.gedimat.fr/13-plein-air-loisirs/85-decoration-ornement/356-fontaines-puits,1093,0.37831858407079644
Liteaux - Lattes,https://www.gedimat.fr/2-couverture-bardage/311-bois-de-charpente/95-liteaux-lattes,1093,0.5454545454545454
Quincaillerie de volets,https://www.gedimat.fr/5-menuiserie-amenagement/34-accessoires-outillage/462-quincaillerie-de-volets,1060,0.5183887915936952
Bombes de peinture,https://www.gedimat.fr/11-peinture-droguerie/76-accessoires-outillage/306-bombes-de-peinture,1059,0.5658153241650294
Radiateurs eau chaude,https://www.gedimat.fr/9-chauffage-traitement-de-l-air/59-chauffage/246-radiateurs-eau-chaude,1035,0.5380434782608695
Crépis extérieurs,https://www.gedimat.fr/11-peinture-droguerie/73-peintures-facade/296-crepis-exterieurs,1032,0.4108352144469526
Bandes de chant,https://www.gedimat.fr/4-bois-panneaux/27-agencement/130-bandes-de-chant,1027,0.5128205128205128
Terreaux - Engrais,https://www.gedimat.fr/13-plein-air-loisirs/87-vegetaux-entretiens/370-terreaux-engrais,1023,0.6194895591647331
Accessoires et Equipements,https://www.gedimat.fr/14-amenagements-exterieurs/93-univers-piscine/413-accessoires-et-equipements,1019,0.6341463414634146
Projecteurs - Baladeuses - Hublots,https://www.gedimat.fr/10-electricite-eclairage/67-eclairage/275-projecteurs-baladeuses-hublots,999,0.45288753799392095
Panneaux stratifiés et décoratifs,https://www.gedimat.fr/5-menuiserie-amenagement/31-agencement/116-panneaux-stratifies-et-decoratifs,998,0.8333333333333334
Chauffage salle de bain,https://www.gedimat.fr/9-chauffage-traitement-de-l-air/59-chauffage/244-chauffage-salle-de-bain,993,0.5510204081632653
Machines d&#039;atelier,https://www.gedimat.fr/15-outillage/98-materiel-outils-de-chantier-atelier/451-machines-d-atelier,991,0.525
Machines de chantier,https://www.gedimat.fr/1-materiaux-construction/5-accessoires-outillage/449-machines-de-chantier,984,0.6444444444444445
Plafonds suspendus,https://www.gedimat.fr/12-revetement-sols-murs/77-revetements-murs-plafonds-interieurs/75-plafonds-suspendus,982,0.7241379310344828
Table Pique-nique,https://www.gedimat.fr/13-plein-air-loisirs/82-mobilier/345-table-pique-nique,974,0.3825
Evacuation de WC,https://www.gedimat.fr/6-salle-de-bain-sanitaire/42-vidages-evacuation/227-evacuation-de-wc,969,0.5751789976133651
Menuiseries,https://www.gedimat.fr/3-isolation-cloison/17-isolation-thermique-et-phonique/73-menuiseries,957,0.4838709677419355
Rallonges - Enrouleurs,https://www.gedimat.fr/10-electricite-eclairage/66-fils-cables-gaines-tubes/271-rallonges-enrouleurs,950,0.42587601078167114
Attaches - Raccordements - Accessoires,https://www.gedimat.fr/10-electricite-eclairage/69-accessoires-outillage/282-attaches-raccordements-accessoires,941,0.48520710059171596
Tubages flexibles,https://www.gedimat.fr/2-couverture-bardage/15-fumisterie/248-tubages-flexibles,936,0.5064102564102564
Décapants - Diluants,https://www.gedimat.fr/11-peinture-droguerie/75-droguerie/1161-decapants-diluants,932,0.4807692307692308
Traitements curatifs et préventifs bois,https://www.gedimat.fr/11-peinture-droguerie/74-produits-pour-bois/300-traitements-curatifs-et-preventifs-bois,931,0.5849056603773585
Echelles - Echafaudages - Goulottes,https://www.gedimat.fr/15-outillage/98-materiel-outils-de-chantier-atelier/442-echelles-echafaudages-goulottes,921,0.6052631578947368
Accessoires de chauffage,https://www.gedimat.fr/9-chauffage-traitement-de-l-air/62-accessoires-outillage/258-accessoires-de-chauffage,907,0.4606741573033708
Energie solaire,https://www.gedimat.fr/10-electricite-eclairage/68-production-d-energie-electrique/280-energie-solaire,893,0.40765765765765766
Automatismes,https://www.gedimat.fr/10-electricite-eclairage/65-securite-automatisme-domotique/267-automatismes,877,0.4382284382284382
Extracteurs - Aérateurs,https://www.gedimat.fr/9-chauffage-traitement-de-l-air/61-traitement-de-l-air/252-extracteurs-aerateurs,877,0.8192771084337349
Tuyaux,https://www.gedimat.fr/3-isolation-cloison/17-isolation-thermique-et-phonique/72-tuyaux,853,0.46859903381642515
Agrafeurs - Cloueurs,https://www.gedimat.fr/15-outillage/96-outils-electro-portatif/436-agrafeurs-cloueurs,850,0.4671280276816609
Perceuses à percussion,https://www.gedimat.fr/15-outillage/96-outils-electro-portatif/429-perceuses-a-percussion,850,0.5859375
Parements intérieurs,https://www.gedimat.fr/7-cuisine/50-revetement-de-cuisine/314-parements-interieurs,843,0.3895705521472393
Etanchéité des terrasses,https://www.gedimat.fr/2-couverture-bardage/12-protection-etancheite/1711-etancheite-des-terrasses,841,0.6111111111111112
Débroussailleuses et Accessoires,https://www.gedimat.fr/13-plein-air-loisirs/86-outils-de-jardinage/362-debroussailleuses-et-accessoires,828,0.5532467532467532
Pâtes et Mastics sanitaires,https://www.gedimat.fr/8-plomberie/56-etancheite-plomberie/236-pates-et-mastics-sanitaires,824,0.5461847389558233
Outillage du couvreur,https://www.gedimat.fr/2-couverture-bardage/14-accessoires-outillage/416-outillage-du-couvreur,799,0.5527272727272727
Chambres - Abris - Massifs,https://www.gedimat.fr/1-materiaux-construction/6-assainissement-vrd/26-chambres-abris-massifs,797,0.4634146341463415
Soudure,https://www.gedimat.fr/2-couverture-bardage/14-accessoires-outillage/452-soudure,794,0.585820895522388
Outillage du plombier,https://www.gedimat.fr/8-plomberie/58-accessoires-outillage/421-outillage-du-plombier,787,0.5130890052356021
Tubages flexibles,https://www.gedimat.fr/9-chauffage-traitement-de-l-air/60-fumisterie/248-tubages-flexibles,774,0.6153846153846154
Evacuation de WC,https://www.gedimat.fr/8-plomberie/53-evacuation/227-evacuation-de-wc,768,0.48148148148148145
Lavabos - Vasques - Lave-mains,https://www.gedimat.fr/8-plomberie/55-robinetterie/230-lavabos-vasques-lave-mains,763,0.6428571428571429
Robinets éviers,https://www.gedimat.fr/8-plomberie/55-robinetterie/233-robinets-eviers,761,0.76
Vidages,https://www.gedimat.fr/8-plomberie/53-evacuation/224-vidages,749,0.6428571428571429
Pulvérisateurs,https://www.gedimat.fr/13-plein-air-loisirs/86-outils-de-jardinage/365-pulverisateurs,746,0.44919786096256686
Enduits effets décoratifs,https://www.gedimat.fr/11-peinture-droguerie/71-peintures-de-finition/292-enduits-effets-decoratifs,742,0.5409836065573771
Panneaux stratifiés et décoratifs,https://www.gedimat.fr/7-cuisine/50-revetement-de-cuisine/116-panneaux-stratifies-et-decoratifs,727,0.9710144927536232
Clins - Bardages,https://www.gedimat.fr/12-revetement-sols-murs/80-revetements-murs-exterieurs/45-clins-bardages,724,0.5652173913043478
Quincaillerie de fenêtres,https://www.gedimat.fr/5-menuiserie-amenagement/34-accessoires-outillage/466-quincaillerie-de-fenetres,722,0.6133333333333333
Coupe-bordures - Taille-haies,https://www.gedimat.fr/13-plein-air-loisirs/86-outils-de-jardinage/361-coupe-bordures-taille-haies,698,0.4583333333333333
Eclairages extérieurs,https://www.gedimat.fr/14-amenagements-exterieurs/90-portails-clotures-amenagements/278-eclairages-exterieurs,691,0.7096774193548387
Outillage du couvreur,https://www.gedimat.fr/15-outillage/94-outils/416-outillage-du-couvreur,690,0.693069306930693
Ecrans de baignoire,https://www.gedimat.fr/6-salle-de-bain-sanitaire/36-bain-bien-etre/165-ecrans-de-baignoire,686,0.4429530201342282
Balnéothérapie - Spas,https://www.gedimat.fr/6-salle-de-bain-sanitaire/36-bain-bien-etre/166-balneotherapie-spas,676,0.48507462686567165
Fiches - Douilles - Adaptateurs,https://www.gedimat.fr/10-electricite-eclairage/69-accessoires-outillage/283-fiches-douilles-adaptateurs,675,0.5555555555555556
Filtres - Cartouches,https://www.gedimat.fr/8-plomberie/54-traitement-de-l-eau/229-filtres-cartouches,673,0.5231481481481481
Alimentation gaz,https://www.gedimat.fr/8-plomberie/52-alimentation/222-alimentation-gaz,669,0.5714285714285714
Chauffe-eau et Accessoires,https://www.gedimat.fr/9-chauffage-traitement-de-l-air/62-accessoires-outillage/238-chauffe-eau-et-accessoires,669,0.5517241379310345
Tronçonneuses,https://www.gedimat.fr/13-plein-air-loisirs/86-outils-de-jardinage/360-tronconneuses,662,0.5107296137339056
Outillage du plombier,https://www.gedimat.fr/15-outillage/94-outils/421-outillage-du-plombier,658,0.725
Bûchers,https://www.gedimat.fr/13-plein-air-loisirs/83-abris/349-buchers,649,0.5229885057471264
Crémaillères - Consoles,https://www.gedimat.fr/15-outillage/97-rangements-accessoires/474-cremailleres-consoles,646,0.5148514851485149
Adduction d&#039;eau,https://www.gedimat.fr/1-materiaux-construction/6-assainissement-vrd/29-adduction-d-eau,645,0.5846153846153846
Outillage de l&#039;électricien,https://www.gedimat.fr/15-outillage/94-outils/422-outillage-de-l-electricien,645,0.6290322580645161
Adoucisseurs,https://www.gedimat.fr/8-plomberie/54-traitement-de-l-eau/228-adoucisseurs,637,0.48514851485148514
Tables de cuisson,https://www.gedimat.fr/7-cuisine/48-electromenager/202-tables-de-cuisson,636,0.6354166666666666
Colliers de serrage,https://www.gedimat.fr/8-plomberie/58-accessoires-outillage/239-colliers-de-serrage,630,0.465
Pièces détachées robinetterie,https://www.gedimat.fr/8-plomberie/55-robinetterie/234-pieces-detachees-robinetterie,618,0.47058823529411764
Signalisation,https://www.gedimat.fr/15-outillage/95-protection-securite/425-signalisation,593,0.5060240963855421
Espace Enfant,https://www.gedimat.fr/13-plein-air-loisirs/82-mobilier/344-espace-enfant,592,0.5421686746987951
Domotique,https://www.gedimat.fr/10-electricite-eclairage/65-securite-automatisme-domotique/266-domotique,587,0.5833333333333334
Colles - Adhésifs,https://www.gedimat.fr/16-quincaillerie/100-fixation-assemblage/303-colles-adhesifs,582,0.5714285714285714
Quincaillerie d&#039;ameublement,https://www.gedimat.fr/16-quincaillerie/102-portes-fenetres-ameublement/468-quincaillerie-d-ameublement,581,0.6363636363636364
Outillage du peintre,https://www.gedimat.fr/15-outillage/94-outils/420-outillage-du-peintre,580,0.7586206896551724
Bordures de jardin,https://www.gedimat.fr/12-revetement-sols-murs/79-revetements-sols-exterieurs/329-bordures-de-jardin,579,0.68
Noues,https://www.gedimat.fr/2-couverture-bardage/8-toiture/1611-noues,579,0.5526315789473685
Evacuation machine à laver,https://www.gedimat.fr/8-plomberie/53-evacuation/226-evacuation-machine-a-laver,577,0.5161290322580645
Accessoires cuisine,https://www.gedimat.fr/7-cuisine/51-accessoires-de-cuisine/218-accessoires-cuisine,554,0.5510204081632653
Hottes,https://www.gedimat.fr/7-cuisine/48-electromenager/204-hottes,551,0.6324786324786325
Rosaces - Corniches - Dalles plafonds,https://www.gedimat.fr/12-revetement-sols-murs/77-revetements-murs-plafonds-interieurs/316-rosaces-corniches-dalles-plafonds,546,0.7288135593220338
Rosaces - Corniches - Dalles plafonds,https://www.gedimat.fr/11-peinture-droguerie/76-accessoires-outillage/316-rosaces-corniches-dalles-plafonds,533,0.5131578947368421
Robinetterie de douches,https://www.gedimat.fr/8-plomberie/55-robinetterie/232-robinetterie-de-douches,525,0.7391304347826086
Fours - Fours micro-ondes,https://www.gedimat.fr/7-cuisine/48-electromenager/201-fours-fours-micro-ondes,520,0.5714285714285714
Panneaux à Carreler,https://www.gedimat.fr/12-revetement-sols-murs/81-accessoires-outillage/1791-panneaux-a-carreler,504,0.7368421052631579
Défonceuses,https://www.gedimat.fr/15-outillage/96-outils-electro-portatif/434-defonceuses,502,0.576271186440678
Traitements des dallages,https://www.gedimat.fr/14-amenagements-exterieurs/92-traitements-finition/406-traitements-des-dallages,501,0.43410852713178294
Rangements - Paniers,https://www.gedimat.fr/7-cuisine/51-accessoires-de-cuisine/215-rangements-paniers,497,0.5576923076923077
Insecticides - Anti-nuisibles,https://www.gedimat.fr/13-plein-air-loisirs/87-vegetaux-entretiens/372-insecticides-anti-nuisibles,493,0.6816976127320955
Bains-douches,https://www.gedimat.fr/8-plomberie/55-robinetterie/231-bains-douches,483,0.7894736842105263
Plâtres en poudre,https://www.gedimat.fr/3-isolation-cloison/21-accessoires-outillage/17-platres-en-poudre,482,0.696969696969697
Quincaillerie de portail et garage,https://www.gedimat.fr/5-menuiserie-amenagement/34-accessoires-outillage/461-quincaillerie-de-portail-et-garage,482,0.4644808743169399
Laques,https://www.gedimat.fr/11-peinture-droguerie/71-peintures-de-finition/289-laques,479,0.625
Outillage du menuisier,https://www.gedimat.fr/5-menuiserie-amenagement/34-accessoires-outillage/418-outillage-du-menuisier,476,0.5662650602409639
Bacs - Accessoires,https://www.gedimat.fr/15-outillage/97-rangements-accessoires/475-bacs-accessoires,465,0.46875
Multiprises,https://www.gedimat.fr/10-electricite-eclairage/66-fils-cables-gaines-tubes/272-multiprises,465,0.37815126050420167
Carillons - Interphones,https://www.gedimat.fr/10-electricite-eclairage/65-securite-automatisme-domotique/268-carillons-interphones,454,0.5675675675675675
Machines de chantier,https://www.gedimat.fr/15-outillage/98-materiel-outils-de-chantier-atelier/449-machines-de-chantier,451,0.6176470588235294
Panneaux contreplaqués exotiques,https://www.gedimat.fr/2-couverture-bardage/14-accessoires-outillage/60-panneaux-contreplaques-exotiques,450,0.5087719298245614
Caches Poubelle,https://www.gedimat.fr/13-plein-air-loisirs/85-decoration-ornement/358-caches-poubelle,443,0.6136363636363636
Soudure,https://www.gedimat.fr/15-outillage/98-materiel-outils-de-chantier-atelier/452-soudure,440,0.5757575757575758
Levage,https://www.gedimat.fr/15-outillage/98-materiel-outils-de-chantier-atelier/443-levage,439,0.6521739130434783
Poubelles,https://www.gedimat.fr/15-outillage/98-materiel-outils-de-chantier-atelier/991-poubelles,439,0.43891402714932126
Chauffage au sol,https://www.gedimat.fr/9-chauffage-traitement-de-l-air/59-chauffage/1121-chauffage-au-sol,434,0.4520547945205479
Protection,https://www.gedimat.fr/11-peinture-droguerie/76-accessoires-outillage/305-protection,434,0.4444444444444444
Outillage de l&#039;électricien,https://www.gedimat.fr/10-electricite-eclairage/69-accessoires-outillage/422-outillage-de-l-electricien,430,0.6231884057971014
Réfrigérateurs,https://www.gedimat.fr/7-cuisine/48-electromenager/205-refrigerateurs,430,0.5675675675675675
Bandes de chant,https://www.gedimat.fr/5-menuiserie-amenagement/31-agencement/130-bandes-de-chant,417,0.7857142857142857
Cuisinettes intégrables,https://www.gedimat.fr/7-cuisine/46-meubles-de-cuisine/192-cuisinettes-integrables,417,0.32
Déshumidificateurs,https://www.gedimat.fr/9-chauffage-traitement-de-l-air/61-traitement-de-l-air/254-deshumidificateurs,410,0.6012658227848101
Pièces détachées robinetterie,https://www.gedimat.fr/7-cuisine/47-eviers-robinetterie/234-pieces-detachees-robinetterie,407,0.6293706293706294
Fusibles,https://www.gedimat.fr/10-electricite-eclairage/64-appareillages-modulaires/264-fusibles,406,0.625
Barres de relèvement et Accessoires,https://www.gedimat.fr/6-salle-de-bain-sanitaire/43-personne-a-mobilite-reduite/186-barres-de-relevement-et-accessoires,402,0.5734265734265734
Arrosages enterrés,https://www.gedimat.fr/14-amenagements-exterieurs/91-arrosage-recuperation-d-eau/401-arrosages-enterres,400,0.6590909090909091
Accessoires de ramonage,https://www.gedimat.fr/2-couverture-bardage/15-fumisterie/250-accessoires-de-ramonage,395,0.5642458100558659
